,rate,affair,offerdate,currency
2018-07-13,494.36,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-12,492.27,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-11,491.45,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-10,495.09,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-09,493.42,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-06,490.16,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-05,488.43,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-04,491.86,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-03,488.11,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-02,489.54,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,澳元
2018-07-17,495.35,美拟对中国加征关税,2018-07-10,澳元
2018-07-16,495.66,美拟对中国加征关税,2018-07-10,澳元
2018-07-13,494.36,美拟对中国加征关税,2018-07-10,澳元
2018-07-12,492.27,美拟对中国加征关税,2018-07-10,澳元
2018-07-11,491.45,美拟对中国加征关税,2018-07-10,澳元
2018-07-10,495.09,美拟对中国加征关税,2018-07-10,澳元
2018-07-09,493.42,美拟对中国加征关税,2018-07-10,澳元
2018-07-06,490.16,美拟对中国加征关税,2018-07-10,澳元
2018-07-05,488.43,美拟对中国加征关税,2018-07-10,澳元
2018-07-04,491.86,美拟对中国加征关税,2018-07-10,澳元
2018-08-15,498.63,中宣布对美加税生效,2018-08-08,澳元
2018-08-14,499.79,中宣布对美加税生效,2018-08-08,澳元
2018-08-13,501.03,中宣布对美加税生效,2018-08-08,澳元
2018-08-10,504.22,中宣布对美加税生效,2018-08-08,澳元
2018-08-09,507.62,中宣布对美加税生效,2018-08-08,澳元
2018-08-08,507.25,中宣布对美加税生效,2018-08-08,澳元
2018-08-07,505.64,中宣布对美加税生效,2018-08-08,澳元
2018-08-06,507.03,中宣布对美加税生效,2018-08-08,澳元
2018-08-03,503.27,中宣布对美加税生效,2018-08-08,澳元
2018-08-02,503.13,中宣布对美加税生效,2018-08-08,澳元
2018-09-26,497.16,"加征关税,加征关税",2018-09-18,澳元
2018-09-25,496.54,"加征关税,加征关税",2018-09-18,澳元
2018-09-21,498.25,"加征关税,加征关税",2018-09-18,澳元
2018-09-20,497.5,"加征关税,加征关税",2018-09-18,澳元
2018-09-19,495.56,"加征关税,加征关税",2018-09-18,澳元
2018-09-18,490.22,"加征关税,加征关税",2018-09-18,澳元
2018-09-17,490.07,"加征关税,加征关税",2018-09-18,澳元
2018-09-14,491.65,"加征关税,加征关税",2018-09-18,澳元
2018-09-13,491.34,"加征关税,加征关税",2018-09-18,澳元
2018-09-12,487.74,"加征关税,加征关税",2018-09-18,澳元
2018-12-21,489.88,美推迟加税时间,2018-12-14,澳元
2018-12-20,490.24,美推迟加税时间,2018-12-14,澳元
2018-12-19,495.14,美推迟加税时间,2018-12-14,澳元
2018-12-18,494.31,美推迟加税时间,2018-12-14,澳元
2018-12-17,494.53,美推迟加税时间,2018-12-14,澳元
2018-12-14,496.65,美推迟加税时间,2018-12-14,澳元
2018-12-13,496.41,美推迟加税时间,2018-12-14,澳元
2018-12-12,498.26,美推迟加税时间,2018-12-14,澳元
2018-12-11,496.52,美推迟加税时间,2018-12-14,澳元
2018-12-10,493.87,美推迟加税时间,2018-12-14,澳元
2019-01-02,482.53,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-28,482.5,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-27,487.17,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-26,485.04,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-25,485.69,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-24,486.93,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-21,489.88,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-20,490.24,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-19,495.14,中暂降关税，不再征收出口关税,2018-12-24,澳元
2018-12-18,494.31,中暂降关税，不再征收出口关税,2018-12-24,澳元
2019-03-12,474.66,推迟关税提高期限,2019-03-05,澳元
2019-03-11,473.0,推迟关税提高期限,2019-03-05,澳元
2019-03-08,472.12,推迟关税提高期限,2019-03-05,澳元
2019-03-07,471.84,推迟关税提高期限,2019-03-05,澳元
2019-03-06,475.08,推迟关税提高期限,2019-03-05,澳元
2019-03-05,475.01,推迟关税提高期限,2019-03-05,澳元
2019-03-04,476.02,推迟关税提高期限,2019-03-05,澳元
2019-03-01,475.28,推迟关税提高期限,2019-03-05,澳元
2019-02-28,478.02,推迟关税提高期限,2019-03-05,澳元
2019-02-27,480.79,推迟关税提高期限,2019-03-05,澳元
2019-04-15,481.38,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-12,478.93,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-11,480.58,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-10,478.27,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-09,478.24,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-08,477.08,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-04,477.41,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-03,474.35,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-02,477.47,国务院下调进境物品进口税,2019-04-08,澳元
2019-04-01,477.74,国务院下调进境物品进口税,2019-04-08,澳元
2019-05-16,475.74,加征关税,2019-05-09,澳元
2019-05-15,476.18,加征关税,2019-05-09,澳元
2019-05-14,474.89,加征关税,2019-05-09,澳元
2019-05-13,474.79,加征关税,2019-05-09,澳元
2019-05-10,474.75,加征关税,2019-05-09,澳元
2019-05-09,473.11,加征关税,2019-05-09,澳元
2019-05-08,473.93,加征关税,2019-05-09,澳元
2019-05-07,472.03,加征关税,2019-05-09,澳元
2019-05-06,470.39,加征关税,2019-05-09,澳元
2019-04-30,474.73,加征关税,2019-05-09,澳元
2019-05-17,474.38,美宣布加征关税,2019-05-10,澳元
2019-05-16,475.74,美宣布加征关税,2019-05-10,澳元
2019-05-15,476.18,美宣布加征关税,2019-05-10,澳元
2019-05-14,474.89,美宣布加征关税,2019-05-10,澳元
2019-05-13,474.79,美宣布加征关税,2019-05-10,澳元
2019-05-10,474.75,美宣布加征关税,2019-05-10,澳元
2019-05-09,473.11,美宣布加征关税,2019-05-10,澳元
2019-05-08,473.93,美宣布加征关税,2019-05-10,澳元
2019-05-07,472.03,美宣布加征关税,2019-05-10,澳元
2019-05-06,470.39,美宣布加征关税,2019-05-10,澳元
2019-05-20,476.58,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-17,474.38,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-16,475.74,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-15,476.18,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-14,474.89,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-13,474.79,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-10,474.75,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-09,473.11,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-08,473.93,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-05-07,472.03,"中排除美商品的加征关税,中提高关税",2019-05-13,澳元
2019-06-10,482.04,推迟实施加征关税,2019-05-31,澳元
2019-06-06,481.34,推迟实施加征关税,2019-05-31,澳元
2019-06-05,482.07,推迟实施加征关税,2019-05-31,澳元
2019-06-04,479.91,推迟实施加征关税,2019-05-31,澳元
2019-06-03,477.77,推迟实施加征关税,2019-05-31,澳元
2019-05-31,477.04,推迟实施加征关税,2019-05-31,澳元
2019-05-30,478.02,推迟实施加征关税,2019-05-31,澳元
2019-05-29,478.39,推迟实施加征关税,2019-05-31,澳元
2019-05-28,477.27,推迟实施加征关税,2019-05-31,澳元
2019-05-27,477.94,推迟实施加征关税,2019-05-31,澳元
2019-07-16,483.8,美对中关税排除110种,2019-07-09,澳元
2019-07-15,482.0,美对中关税排除110种,2019-07-09,澳元
2019-07-12,479.01,美对中关税排除110种,2019-07-09,澳元
2019-07-11,478.06,美对中关税排除110种,2019-07-09,澳元
2019-07-10,477.0,美对中关税排除110种,2019-07-09,澳元
2019-07-09,479.96,美对中关税排除110种,2019-07-09,澳元
2019-07-08,481.03,美对中关税排除110种,2019-07-09,澳元
2019-07-05,482.59,美对中关税排除110种,2019-07-09,澳元
2019-07-04,483.21,美对中关税排除110种,2019-07-09,澳元
2019-07-03,479.97,美对中关税排除110种,2019-07-09,澳元
2019-08-02,468.84,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-08-01,472.28,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-31,473.2,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-30,475.34,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-29,475.48,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-26,478.22,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-25,479.59,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-24,481.54,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-23,483.94,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-07-22,484.49,中允许俄罗斯全境大豆进口,2019-07-26,澳元
2019-08-05,469.82,美国大豆装船运往中国,2019-07-29,澳元
2019-08-02,468.84,美国大豆装船运往中国,2019-07-29,澳元
2019-08-01,472.28,美国大豆装船运往中国,2019-07-29,澳元
2019-07-31,473.2,美国大豆装船运往中国,2019-07-29,澳元
2019-07-30,475.34,美国大豆装船运往中国,2019-07-29,澳元
2019-07-29,475.48,美国大豆装船运往中国,2019-07-29,澳元
2019-07-26,478.22,美国大豆装船运往中国,2019-07-29,澳元
2019-07-25,479.59,美国大豆装船运往中国,2019-07-29,澳元
2019-07-24,481.54,美国大豆装船运往中国,2019-07-29,澳元
2019-07-23,483.94,美国大豆装船运往中国,2019-07-29,澳元
2019-08-08,474.77,美总统称加关税,2019-08-01,澳元
2019-08-07,473.65,美总统称加关税,2019-08-01,澳元
2019-08-06,471.3,美总统称加关税,2019-08-01,澳元
2019-08-05,469.82,美总统称加关税,2019-08-01,澳元
2019-08-02,468.84,美总统称加关税,2019-08-01,澳元
2019-08-01,472.28,美总统称加关税,2019-08-01,澳元
2019-07-31,473.2,美总统称加关税,2019-08-01,澳元
2019-07-30,475.34,美总统称加关税,2019-08-01,澳元
2019-07-29,475.48,美总统称加关税,2019-08-01,澳元
2019-07-26,478.22,美总统称加关税,2019-08-01,澳元
2019-08-09,477.43,中方威胁反制,2019-08-02,澳元
2019-08-08,474.77,中方威胁反制,2019-08-02,澳元
2019-08-07,473.65,中方威胁反制,2019-08-02,澳元
2019-08-06,471.3,中方威胁反制,2019-08-02,澳元
2019-08-05,469.82,中方威胁反制,2019-08-02,澳元
2019-08-02,468.84,中方威胁反制,2019-08-02,澳元
2019-08-01,472.28,中方威胁反制,2019-08-02,澳元
2019-07-31,473.2,中方威胁反制,2019-08-02,澳元
2019-07-30,475.34,中方威胁反制,2019-08-02,澳元
2019-07-29,475.48,中方威胁反制,2019-08-02,澳元
2019-08-13,475.58,暂停采购美农产品,2019-08-06,澳元
2019-08-12,476.65,暂停采购美农产品,2019-08-06,澳元
2019-08-09,477.43,暂停采购美农产品,2019-08-06,澳元
2019-08-08,474.77,暂停采购美农产品,2019-08-06,澳元
2019-08-07,473.65,暂停采购美农产品,2019-08-06,澳元
2019-08-06,471.3,暂停采购美农产品,2019-08-06,澳元
2019-08-05,469.82,暂停采购美农产品,2019-08-06,澳元
2019-08-02,468.84,暂停采购美农产品,2019-08-06,澳元
2019-08-01,472.28,暂停采购美农产品,2019-08-06,澳元
2019-07-31,473.2,暂停采购美农产品,2019-08-06,澳元
2019-08-20,476.6,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-19,477.45,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-16,476.32,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-15,474.53,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-14,479.39,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-13,475.58,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-12,476.65,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-09,477.43,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-08,474.77,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-07,473.65,美宣布9.1生效的部分加征关税失效,2019-08-13,澳元
2019-08-22,478.33,美宣称加征关税,2019-08-15,澳元
2019-08-21,477.4,美宣称加征关税,2019-08-15,澳元
2019-08-20,476.6,美宣称加征关税,2019-08-15,澳元
2019-08-19,477.45,美宣称加征关税,2019-08-15,澳元
2019-08-16,476.32,美宣称加征关税,2019-08-15,澳元
2019-08-15,474.53,美宣称加征关税,2019-08-15,澳元
2019-08-14,479.39,美宣称加征关税,2019-08-15,澳元
2019-08-13,475.58,美宣称加征关税,2019-08-15,澳元
2019-08-12,476.65,美宣称加征关税,2019-08-15,澳元
2019-08-09,477.43,美宣称加征关税,2019-08-15,澳元
2019-08-30,479.4,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-29,480.26,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-28,480.69,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-27,481.5,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-26,473.64,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-23,477.63,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-22,478.33,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-21,477.4,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-20,476.6,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-08-19,477.45,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,澳元
2019-09-06,484.67,ustr发布通知加税明日生效,2019-08-30,澳元
2019-09-05,482.7,ustr发布通知加税明日生效,2019-08-30,澳元
2019-09-04,481.57,ustr发布通知加税明日生效,2019-08-30,澳元
2019-09-03,478.76,ustr发布通知加税明日生效,2019-08-30,澳元
2019-09-02,479.07,ustr发布通知加税明日生效,2019-08-30,澳元
2019-08-30,479.4,ustr发布通知加税明日生效,2019-08-30,澳元
2019-08-29,480.26,ustr发布通知加税明日生效,2019-08-30,澳元
2019-08-28,480.69,ustr发布通知加税明日生效,2019-08-30,澳元
2019-08-27,481.5,ustr发布通知加税明日生效,2019-08-30,澳元
2019-08-26,473.64,ustr发布通知加税明日生效,2019-08-30,澳元
2019-09-09,486.05,加税征集意见,2019-09-02,澳元
2019-09-06,484.67,加税征集意见,2019-09-02,澳元
2019-09-05,482.7,加税征集意见,2019-09-02,澳元
2019-09-04,481.57,加税征集意见,2019-09-02,澳元
2019-09-03,478.76,加税征集意见,2019-09-02,澳元
2019-09-02,479.07,加税征集意见,2019-09-02,澳元
2019-08-30,479.4,加税征集意见,2019-09-02,澳元
2019-08-29,480.26,加税征集意见,2019-09-02,澳元
2019-08-28,480.69,加税征集意见,2019-09-02,澳元
2019-08-27,481.5,加税征集意见,2019-09-02,澳元
2019-09-19,483.62,中推迟加征关税生效,2019-09-11,澳元
2019-09-18,485.5,中推迟加征关税生效,2019-09-11,澳元
2019-09-17,485.59,中推迟加征关税生效,2019-09-11,澳元
2019-09-16,486.2,中推迟加征关税生效,2019-09-11,澳元
2019-09-12,488.24,中推迟加征关税生效,2019-09-11,澳元
2019-09-11,486.65,中推迟加征关税生效,2019-09-11,澳元
2019-09-10,487.44,中推迟加征关税生效,2019-09-11,澳元
2019-09-09,486.05,中推迟加征关税生效,2019-09-11,澳元
2019-09-06,484.67,中推迟加征关税生效,2019-09-11,澳元
2019-09-05,482.7,中推迟加征关税生效,2019-09-11,澳元
2019-09-20,481.14,采购询价,2019-09-12,澳元
2019-09-19,483.62,采购询价,2019-09-12,澳元
2019-09-18,485.5,采购询价,2019-09-12,澳元
2019-09-17,485.59,采购询价,2019-09-12,澳元
2019-09-16,486.2,采购询价,2019-09-12,澳元
2019-09-12,488.24,采购询价,2019-09-12,澳元
2019-09-11,486.65,采购询价,2019-09-12,澳元
2019-09-10,487.44,采购询价,2019-09-12,澳元
2019-09-09,486.05,采购询价,2019-09-12,澳元
2019-09-06,484.67,采购询价,2019-09-12,澳元
2019-09-24,480.9,加税排除清单,2019-09-17,澳元
2019-09-23,479.68,加税排除清单,2019-09-17,澳元
2019-09-20,481.14,加税排除清单,2019-09-17,澳元
2019-09-19,483.62,加税排除清单,2019-09-17,澳元
2019-09-18,485.5,加税排除清单,2019-09-17,澳元
2019-09-17,485.59,加税排除清单,2019-09-17,澳元
2019-09-16,486.2,加税排除清单,2019-09-17,澳元
2019-09-12,488.24,加税排除清单,2019-09-17,澳元
2019-09-11,486.65,加税排除清单,2019-09-17,澳元
2019-09-10,487.44,加税排除清单,2019-09-17,澳元
2018-03-15,487.37,钢铁、铝加税,2018-03-08,加元
2018-03-14,487.67,钢铁、铝加税,2018-03-08,加元
2018-03-13,492.21,钢铁、铝加税,2018-03-08,加元
2018-03-12,494.16,钢铁、铝加税,2018-03-08,加元
2018-03-09,492.02,钢铁、铝加税,2018-03-08,加元
2018-03-08,489.93,钢铁、铝加税,2018-03-08,加元
2018-03-07,489.77,钢铁、铝加税,2018-03-08,加元
2018-03-06,488.49,钢铁、铝加税,2018-03-08,加元
2018-03-05,491.95,钢铁、铝加税,2018-03-08,加元
2018-03-02,493.55,钢铁、铝加税,2018-03-08,加元
2018-03-15,487.37,钢铁、铝加税,2018-03-08,加元
2018-03-14,487.67,钢铁、铝加税,2018-03-08,加元
2018-03-13,492.21,钢铁、铝加税,2018-03-08,加元
2018-03-12,494.16,钢铁、铝加税,2018-03-08,加元
2018-03-09,492.02,钢铁、铝加税,2018-03-08,加元
2018-03-08,489.93,钢铁、铝加税,2018-03-08,加元
2018-03-07,489.77,钢铁、铝加税,2018-03-08,加元
2018-03-06,488.49,钢铁、铝加税,2018-03-08,加元
2018-03-05,491.95,钢铁、铝加税,2018-03-08,加元
2018-03-02,493.55,钢铁、铝加税,2018-03-08,加元
