,PERMNO,DATE,SHRCD,HEXCD,RET,date
363,10001.0,2014-08-29,11.0,2.0,-0.121411994099617,2014-08-29
364,10001.0,2014-09-30,11.0,2.0,0.050975240767002106,2014-09-30
365,10001.0,2014-10-31,11.0,2.0,-0.03513971343636513,2014-10-31
366,10001.0,2014-11-28,11.0,2.0,0.017180582508444786,2014-11-28
367,10001.0,2014-12-31,11.0,2.0,-0.0378260463476181,2014-12-31
368,10001.0,2015-01-30,11.0,2.0,-0.1152450442314148,2015-01-30
369,10001.0,2015-02-27,11.0,2.0,0.035897474735975266,2015-02-27
370,10001.0,2015-03-31,11.0,2.0,-0.0004950829315930605,2015-03-31
371,10001.0,2015-04-30,11.0,2.0,0.011044141836464405,2015-04-30
372,10001.0,2015-05-29,11.0,2.0,-0.00695131067186594,2015-05-29
373,10001.0,2015-06-30,11.0,2.0,0.030000019818544388,2015-06-30
374,10001.0,2015-07-31,11.0,2.0,-0.01310683973133564,2015-07-31
375,10001.0,2015-08-31,11.0,2.0,-0.11166499555110931,2015-08-31
376,10001.0,2015-09-30,11.0,2.0,0.0033669734839349985,2015-09-30
377,10001.0,2015-10-30,11.0,2.0,0.0016778658609837294,2015-10-30
378,10001.0,2015-11-30,11.0,2.0,-0.009070286527276039,2015-11-30
379,10001.0,2015-12-31,11.0,2.0,-0.1321510225534439,2015-12-31
380,10002.0,1985-12-31,,3.0,,1985-12-31
381,10002.0,1986-01-31,10.0,3.0,,1986-01-31
382,10002.0,1986-02-28,10.0,3.0,0.13978494703769684,1986-02-28
383,10002.0,1986-03-31,10.0,3.0,0.07075471431016922,1986-03-31
384,10002.0,1986-04-30,10.0,3.0,0.05286343768239021,1986-04-30
385,10002.0,1986-05-30,10.0,3.0,-0.02092050202190876,1986-05-30
386,10002.0,1986-06-30,10.0,3.0,-0.13247863948345184,1986-06-30
387,10002.0,1986-07-31,10.0,3.0,0.04926108196377754,1986-07-31
388,10002.0,1986-08-29,10.0,3.0,0.0,1986-08-29
389,10002.0,1986-09-30,10.0,3.0,0.07042253762483597,1986-09-30
390,10002.0,1986-10-31,10.0,3.0,-0.061403509229421616,1986-10-31
391,10002.0,1986-11-28,10.0,3.0,0.0,1986-11-28
392,10002.0,1986-12-31,10.0,3.0,-0.07476635277271271,1986-12-31
393,10002.0,1987-01-30,10.0,3.0,0.09595959633588791,1987-01-30
394,10002.0,1987-02-27,10.0,3.0,-0.0138248847797513,1987-02-27
395,10002.0,1987-03-31,10.0,3.0,-0.037383176386356354,1987-03-31
396,10002.0,1987-04-30,10.0,3.0,0.009708737954497337,1987-04-30
397,10002.0,1987-05-29,10.0,3.0,0.03846153989434242,1987-05-29
398,10002.0,1987-06-30,10.0,3.0,0.0,1987-06-30
399,10002.0,1987-07-31,10.0,3.0,0.03703703731298447,1987-07-31
400,10002.0,1987-08-31,10.0,3.0,-0.0357142873108387,1987-08-31
401,10002.0,1987-09-30,10.0,3.0,-0.07407407462596893,1987-09-30
402,10002.0,1987-10-30,10.0,3.0,-0.20000000298023224,1987-10-30
403,10002.0,1987-11-30,10.0,3.0,0.012500000186264515,1987-11-30
404,10002.0,1987-12-31,10.0,3.0,-0.012345679104328156,1987-12-31
405,10002.0,1988-01-29,10.0,3.0,0.03750000149011612,1988-01-29
406,10002.0,1988-02-29,10.0,3.0,-0.03614457696676254,1988-02-29
407,10002.0,1988-03-31,10.0,3.0,0.02500000037252903,1988-03-31
408,10002.0,1988-04-29,10.0,3.0,-0.04878048598766327,1988-04-29
409,10002.0,1988-05-31,10.0,3.0,-0.012820512987673283,1988-05-31
410,10002.0,1988-06-30,10.0,3.0,0.025974025949835777,1988-06-30
411,10002.0,1988-07-29,10.0,3.0,-0.012658228166401386,1988-07-29
412,10002.0,1988-08-31,10.0,3.0,-0.025641025975346565,1988-08-31
413,10002.0,1988-09-30,10.0,3.0,-0.01315789483487606,1988-09-30
414,10002.0,1988-10-31,10.0,3.0,0.0,1988-10-31
415,10002.0,1988-11-30,10.0,3.0,-0.06666667014360428,1988-11-30
416,10002.0,1988-12-30,10.0,3.0,-0.04285714402794838,1988-12-30
417,10002.0,1989-01-31,10.0,3.0,0.05970149114727974,1989-01-31
418,10002.0,1989-02-28,10.0,3.0,-0.014084506779909134,1989-02-28
419,10002.0,1989-03-31,10.0,3.0,-0.02857142873108387,1989-03-31
420,10002.0,1989-04-28,10.0,3.0,-0.029411764815449715,1989-04-28
421,10002.0,1989-05-31,10.0,3.0,-0.03030303120613098,1989-05-31
422,10002.0,1989-06-30,10.0,3.0,0.046875,1989-06-30
423,10002.0,1989-07-31,10.0,3.0,-0.02985074557363987,1989-07-31
424,10002.0,1989-08-31,10.0,3.0,-0.03076923079788685,1989-08-31
425,10002.0,1989-09-29,10.0,3.0,-0.095238097012043,1989-09-29
426,10002.0,1989-10-31,10.0,3.0,-0.12280701845884323,1989-10-31
427,10002.0,1989-11-30,10.0,3.0,0.019999999552965164,1989-11-30
428,10002.0,1989-12-29,10.0,3.0,-0.03921568766236305,1989-12-29
429,10002.0,1990-01-31,10.0,3.0,0.020408162847161293,1990-01-31
430,10002.0,1990-02-28,10.0,3.0,0.019999999552965164,1990-02-28
431,10002.0,1990-03-30,10.0,3.0,0.0,1990-03-30
432,10002.0,1990-04-30,10.0,3.0,0.0,1990-04-30
433,10002.0,1990-05-31,10.0,3.0,0.0,1990-05-31
434,10002.0,1990-06-29,10.0,3.0,0.0,1990-06-29
435,10002.0,1990-07-31,10.0,3.0,-0.03921568766236305,1990-07-31
436,10002.0,1990-08-31,10.0,3.0,-0.040816325694322586,1990-08-31
437,10002.0,1990-09-28,10.0,3.0,-0.12765957415103912,1990-09-28
438,10002.0,1990-10-31,10.0,3.0,0.0731707289814949,1990-10-31
439,10002.0,1990-11-30,10.0,3.0,-0.022727273404598236,1990-11-30
440,10002.0,1990-12-31,10.0,3.0,-0.06976744532585144,1990-12-31
441,10002.0,1991-01-31,10.0,3.0,-0.02500000037252903,1991-01-31
442,10002.0,1991-02-28,10.0,3.0,0.0,1991-02-28
443,10002.0,1991-03-28,10.0,3.0,0.0,1991-03-28
444,10002.0,1991-04-30,10.0,3.0,-0.05128205195069313,1991-04-30
445,10002.0,1991-05-31,10.0,3.0,0.0,1991-05-31
446,10002.0,1991-06-28,10.0,3.0,0.0,1991-06-28
447,10002.0,1991-07-31,10.0,3.0,0.0,1991-07-31
448,10002.0,1991-08-30,10.0,3.0,0.0810810774564743,1991-08-30
449,10002.0,1991-09-30,10.0,3.0,0.02500000037252903,1991-09-30
450,10002.0,1991-10-31,10.0,3.0,0.0,1991-10-31
451,10002.0,1991-11-29,10.0,3.0,0.0,1991-11-29
452,10002.0,1991-12-31,10.0,3.0,0.17073170840740204,1991-12-31
453,10002.0,1992-01-31,10.0,3.0,0.02083333395421505,1992-01-31
454,10002.0,1992-02-28,10.0,3.0,0.0,1992-02-28
455,10002.0,1992-03-31,10.0,3.0,0.040816325694322586,1992-03-31
456,10002.0,1992-04-30,10.0,3.0,0.1764705926179886,1992-04-30
457,10002.0,1992-05-29,10.0,3.0,0.0,1992-05-29
458,10002.0,1992-06-30,10.0,3.0,0.0,1992-06-30
459,10002.0,1992-07-31,10.0,3.0,0.03333333507180214,1992-07-31
460,10002.0,1992-08-31,10.0,3.0,0.09677419066429138,1992-08-31
461,10002.0,1992-09-30,10.0,3.0,0.05882352963089943,1992-09-30
462,10002.0,1992-10-30,10.0,3.0,0.0,1992-10-30
463,10002.0,1992-11-30,10.0,3.0,0.0,1992-11-30
464,10002.0,1992-12-31,10.0,3.0,0.0,1992-12-31
465,10002.0,1993-01-29,10.0,3.0,0.0555555559694767,1993-01-29
466,10002.0,1993-02-26,10.0,3.0,0.10526315867900848,1993-02-26
467,10002.0,1993-03-31,10.0,3.0,-0.0476190485060215,1993-03-31
468,10002.0,1993-04-30,10.0,3.0,0.22499999403953552,1993-04-30
469,10002.0,1993-05-28,10.0,3.0,0.0,1993-05-28
470,10002.0,1993-06-30,10.0,3.0,0.0,1993-06-30
471,10002.0,1993-07-30,10.0,3.0,0.0,1993-07-30
472,10002.0,1993-08-31,10.0,3.0,0.030612245202064514,1993-08-31
473,10002.0,1993-09-30,11.0,3.0,0.029702970758080482,1993-09-30
474,10002.0,1993-10-29,11.0,3.0,0.042307693511247635,1993-10-29
475,10002.0,1993-11-30,11.0,3.0,-0.046296294778585434,1993-11-30
476,10002.0,1993-12-31,11.0,3.0,0.010097087360918522,1993-12-31
477,10002.0,1994-01-31,11.0,3.0,0.03883495181798935,1994-01-31
478,10002.0,1994-02-28,11.0,3.0,-0.009345794096589088,1994-02-28
479,10002.0,1994-03-31,11.0,3.0,0.004528301768004894,1994-03-31
480,10002.0,1994-04-29,11.0,3.0,-0.056603774428367615,1994-04-29
481,10002.0,1994-05-31,11.0,3.0,0.05999999865889549,1994-05-31
482,10002.0,1994-06-30,11.0,3.0,0.061132077127695084,1994-06-30
483,10002.0,1994-07-29,11.0,3.0,-0.0535714291036129,1994-07-29
484,10002.0,1994-08-31,11.0,3.0,0.009433962404727936,1994-08-31
485,10002.0,1994-09-30,11.0,3.0,-0.022803738713264465,1994-09-30
486,10002.0,1994-10-31,11.0,3.0,0.0,1994-10-31
487,10002.0,1994-11-30,11.0,3.0,-0.03846153989434242,1994-11-30
488,10002.0,1994-12-30,11.0,3.0,0.05559999868273735,1994-12-30
489,10002.0,1995-01-31,11.0,3.0,0.0,1995-01-31
490,10002.0,1995-02-28,11.0,3.0,0.0,1995-02-28
491,10002.0,1995-03-31,11.0,3.0,-0.022476190701127052,1995-03-31
492,10002.0,1995-04-28,11.0,3.0,0.019607843831181526,1995-04-28
493,10002.0,1995-05-31,11.0,3.0,0.03846153989434242,1995-05-31
494,10002.0,1995-06-30,11.0,3.0,-0.031111111864447594,1995-06-30
495,10002.0,1995-07-31,11.0,3.0,0.0,1995-07-31
496,10002.0,1995-08-31,11.0,3.0,0.0,1995-08-31
497,10002.0,1995-09-29,11.0,3.0,0.12153846025466919,1995-09-29
498,10002.0,1995-10-31,11.0,3.0,-0.13793103396892548,1995-10-31
499,10002.0,1995-11-30,11.0,3.0,0.07000000029802322,1995-11-30
500,10002.0,1995-12-29,11.0,3.0,0.05271027982234955,1995-12-29
501,10002.0,1996-01-31,11.0,3.0,-0.0357142873108387,1996-01-31
502,10002.0,1996-02-29,11.0,3.0,0.02777777798473835,1996-02-29
503,10002.0,1996-03-29,11.0,3.0,0.05225225165486336,1996-03-29
504,10002.0,1996-04-30,11.0,3.0,-0.043103449046611786,1996-04-30
505,10002.0,1996-05-31,11.0,3.0,0.0,1996-05-31
506,10002.0,1996-06-28,11.0,3.0,0.007207207381725311,1996-06-28
507,10002.0,1996-07-31,11.0,3.0,-0.03153153136372566,1996-07-31
508,10002.0,1996-08-30,11.0,3.0,0.004651162773370743,1996-08-30
509,10002.0,1996-09-30,11.0,3.0,0.01666666753590107,1996-09-30
510,10002.0,1996-10-31,11.0,3.0,-0.01834862306714058,1996-10-31
511,10002.0,1996-11-29,11.0,3.0,0.0,1996-11-29
512,10002.0,1996-12-31,11.0,3.0,-0.020560747012495995,1996-12-31
513,10002.0,1997-01-31,11.0,3.0,0.0,1997-01-31
514,10002.0,1997-02-28,11.0,3.0,0.01923076994717121,1997-02-28
515,10002.0,1997-03-31,11.0,3.0,0.13962264358997345,1997-03-31
516,10002.0,1997-04-30,11.0,3.0,-0.07500000298023224,1997-04-30
517,10002.0,1997-05-30,11.0,3.0,0.15596330165863037,1997-05-30
518,10002.0,1997-06-30,11.0,3.0,0.03809523954987526,1997-06-30
519,10002.0,1997-07-31,11.0,3.0,0.0923076942563057,1997-07-31
520,10002.0,1997-08-29,11.0,3.0,0.07042253762483597,1997-08-29
521,10002.0,1997-09-30,11.0,3.0,0.09789473563432693,1997-09-30
522,10002.0,1997-10-31,11.0,3.0,0.01807228848338127,1997-10-31
523,10002.0,1997-11-28,11.0,3.0,0.03550295904278755,1997-11-28
524,10002.0,1997-12-31,11.0,3.0,0.1250285655260086,1997-12-31
525,10002.0,1998-01-30,11.0,3.0,0.020408162847161293,1998-01-30
526,10002.0,1998-02-27,11.0,3.0,0.05999999865889549,1998-02-27
527,10002.0,1998-03-31,11.0,3.0,-0.019433962181210518,1998-03-31
528,10002.0,1998-04-30,11.0,3.0,-0.05314009636640549,1998-04-30
529,10002.0,1998-05-29,11.0,3.0,0.12244898080825806,1998-05-29
530,10002.0,1998-06-30,11.0,3.0,0.0955454558134079,1998-06-30
531,10002.0,1998-07-31,11.0,3.0,-0.012500000186264515,1998-07-31
532,10002.0,1998-08-31,11.0,3.0,-0.16455696523189545,1998-08-31
533,10002.0,1998-09-30,11.0,3.0,-0.009999999776482582,1998-09-30
534,10002.0,1998-10-30,11.0,3.0,-0.07692307978868484,1998-10-30
535,10002.0,1998-11-30,11.0,3.0,0.01666666753590107,1998-11-30
536,10002.0,1998-12-31,11.0,3.0,0.005573770496994257,1998-12-31
537,10002.0,1999-01-29,11.0,3.0,0.016393441706895828,1999-01-29
538,10002.0,1999-02-26,11.0,3.0,-0.09677419066429138,1999-02-26
539,10002.0,1999-03-31,11.0,3.0,-0.011785713955760002,1999-03-31
540,10002.0,1999-04-30,11.0,3.0,-0.05454545468091965,1999-04-30
541,10002.0,1999-05-28,11.0,3.0,0.014423076994717121,1999-05-28
542,10002.0,1999-06-30,11.0,3.0,0.025781990960240364,1999-06-30
543,10002.0,1999-07-30,11.0,3.0,0.041860464960336685,1999-07-30
544,10002.0,1999-08-31,11.0,3.0,-0.0714285746216774,1999-08-31
545,10002.0,1999-09-30,11.0,3.0,0.153557687997818,1999-09-30
546,10002.0,1999-10-29,11.0,3.0,-0.1111111119389534,1999-10-29
547,10002.0,1999-11-30,11.0,3.0,0.056603774428367615,1999-11-30
548,10002.0,1999-12-31,11.0,3.0,-0.12303571403026581,1999-12-31
549,10002.0,2000-01-31,11.0,3.0,-0.025641025975346565,2000-01-31
550,10002.0,2000-02-29,11.0,3.0,-0.1631578952074051,2000-02-29
551,10002.0,2000-03-31,11.0,3.0,0.028930818662047386,2000-03-31
552,10002.0,2000-04-28,11.0,3.0,0.012345679104328156,2000-04-28
553,10002.0,2000-05-31,11.0,3.0,-0.024390242993831635,2000-05-31
554,10002.0,2000-06-30,11.0,3.0,0.04125000163912773,2000-06-30
555,10002.0,2000-07-31,11.0,3.0,-0.012121211737394333,2000-07-31
556,10002.0,2000-08-31,11.0,3.0,-0.01840490847826004,2000-08-31
557,10002.0,2000-09-29,11.0,3.0,-0.2524999976158142,2000-09-29
558,10002.0,2000-10-31,11.0,3.0,0.16949152946472168,2000-10-31
559,10002.0,2000-11-30,11.0,3.0,0.018115941435098648,2000-11-30
560,10002.0,2000-12-29,11.0,3.0,0.05765124410390854,2000-12-29
561,10002.0,2001-01-31,11.0,3.0,0.08843537420034409,2001-01-31
562,10002.0,2001-02-28,11.0,3.0,0.0625,2001-02-28
563,10002.0,2001-03-30,11.0,3.0,0.4221176505088806,2001-03-30
564,10002.0,2001-04-30,11.0,3.0,-0.24133332073688507,2001-04-30
565,10002.0,2001-05-31,11.0,3.0,-0.03339192643761635,2001-05-31
566,10002.0,2001-06-29,11.0,3.0,0.03727274388074875,2001-06-29
567,10002.0,2001-07-31,11.0,3.0,-0.03628317266702652,2001-07-31
568,10002.0,2001-08-31,11.0,3.0,-0.04958677291870117,2001-08-31
569,10002.0,2001-09-28,11.0,3.0,-0.04734303057193756,2001-09-28
570,10002.0,2001-10-31,11.0,3.0,-0.03179491311311722,2001-10-31
571,10002.0,2001-11-30,11.0,3.0,0.05932208150625229,2001-11-30
572,10002.0,2001-12-31,11.0,3.0,3.4272670035306874e-08,2001-12-31
573,10002.0,2002-01-31,11.0,3.0,0.0010110490256920457,2002-01-31
574,10002.0,2002-02-28,11.0,3.0,0.08535357564687729,2002-02-28
575,10002.0,2002-03-28,11.0,3.0,-0.0729411393404007,2002-03-28
576,10002.0,2002-04-30,11.0,3.0,0.22842638194561005,2002-04-30
577,10002.0,2002-05-31,11.0,3.0,0.0041321683675050735,2002-05-31
578,10002.0,2002-06-28,11.0,3.0,0.009876543655991554,2002-06-28
579,10002.0,2002-07-31,11.0,3.0,-0.09465017914772034,2002-07-31
580,10002.0,2002-08-30,11.0,3.0,0.022727273404598236,2002-08-30
581,10002.0,2002-09-30,11.0,3.0,-0.039199989289045334,2002-09-30
582,10002.0,2002-10-31,11.0,3.0,0.009448950178921223,2002-10-31
583,10002.0,2002-11-29,11.0,3.0,-0.01760885864496231,2002-11-29
584,10002.0,2002-12-31,11.0,3.0,0.0584905631840229,2002-12-31
585,10002.0,2003-01-31,11.0,3.0,0.06396396458148956,2003-01-31
586,10002.0,2003-02-28,11.0,3.0,0.12193052470684052,2003-02-28
587,10002.0,2003-03-31,11.0,3.0,0.09660374373197556,2003-03-31
588,10002.0,2003-04-30,11.0,3.0,0.10423614084720612,2003-04-30
589,10002.0,2003-05-30,11.0,3.0,-0.022074073553085327,2003-05-30
590,10002.0,2003-06-30,11.0,3.0,0.04115751013159752,2003-06-30
591,10002.0,2003-07-31,11.0,3.0,-0.0006226793047972023,2003-07-31
592,10002.0,2003-08-29,11.0,3.0,0.0024922690354287624,2003-08-29
593,10002.0,2003-09-30,11.0,3.0,-0.05344933271408081,2003-09-30
594,10002.0,2003-10-31,11.0,3.0,0.021854298189282417,2003-10-31
595,10002.0,2003-11-28,11.0,3.0,0.022683046758174896,2003-11-28
596,10002.0,2003-12-31,11.0,3.0,0.023447448387742043,2003-12-31
597,10002.0,2004-01-30,11.0,3.0,0.005617986898869276,2004-01-30
598,10002.0,2004-02-27,11.0,3.0,0.12042200565338135,2004-02-27
599,10002.0,2004-03-31,11.0,3.0,-0.023822685703635216,2004-03-31
600,10002.0,2004-04-30,11.0,3.0,-0.036592304706573486,2004-04-30
601,10002.0,2004-05-28,11.0,3.0,0.01602376624941826,2004-05-28
602,10002.0,2004-06-30,11.0,3.0,0.030957920476794243,2004-06-30
603,10002.0,2004-07-30,11.0,3.0,0.0034246270079165697,2004-07-30
604,10002.0,2004-08-31,11.0,3.0,0.02275310643017292,2004-08-31
605,10002.0,2004-09-30,11.0,3.0,0.05283647030591965,2004-09-30
606,10002.0,2004-10-29,11.0,3.0,0.010638338513672352,2004-10-29
607,10002.0,2004-11-30,11.0,3.0,0.12105259299278259,2004-11-30
608,10002.0,2004-12-31,11.0,3.0,0.1615024209022522,2004-12-31
609,10002.0,2005-01-31,11.0,3.0,-0.13246648013591766,2005-01-31
610,10002.0,2005-02-28,11.0,3.0,-0.03325531631708145,2005-02-28
611,10002.0,2005-03-31,11.0,3.0,-0.013081377372145653,2005-03-31
612,10002.0,2005-04-29,11.0,3.0,-0.06669962406158447,2005-04-29
613,10002.0,2005-05-31,11.0,3.0,0.046585552394390106,2005-05-31
614,10002.0,2005-06-30,11.0,3.0,-0.005563974380493164,2005-06-30
615,10002.0,2005-07-29,11.0,3.0,0.07936503738164902,2005-07-29
616,10002.0,2005-08-31,11.0,3.0,0.03273247182369232,2005-08-31
617,10002.0,2005-09-30,11.0,3.0,-0.10840605199337006,2005-09-30
618,10002.0,2005-10-31,11.0,3.0,-0.044605839997529984,2005-10-31
619,10002.0,2005-11-30,11.0,3.0,0.09554833173751831,2005-11-30
620,10002.0,2005-12-30,11.0,3.0,0.0024777043145149946,2005-12-30
621,10002.0,2006-01-31,11.0,3.0,0.029850764200091362,2006-01-31
622,10002.0,2006-02-28,11.0,3.0,0.06570041924715042,2006-02-28
623,10002.0,2006-03-31,11.0,3.0,0.009972807951271534,2006-03-31
624,10002.0,2006-04-28,11.0,3.0,-0.06726861745119095,2006-04-28
625,10002.0,2006-05-31,11.0,3.0,0.04937078803777695,2006-05-31
626,10002.0,2006-06-30,11.0,3.0,0.08856084197759628,2006-06-30
627,10002.0,2006-07-31,11.0,3.0,0.17128251492977142,2006-07-31
628,10002.0,2006-08-31,11.0,3.0,-0.03419427201151848,2006-08-31
629,10002.0,2006-09-29,11.0,3.0,0.05536723881959915,2006-09-29
630,10002.0,2006-10-31,11.0,3.0,-0.12119036167860031,2006-10-31
631,10002.0,2006-11-30,11.0,3.0,-0.012239948846399784,2006-11-30
632,10002.0,2006-12-29,11.0,3.0,0.05947961285710335,2006-12-29
633,10002.0,2007-01-31,11.0,3.0,-0.1583072394132614,2007-01-31
634,10002.0,2007-02-28,11.0,3.0,0.03305405005812645,2007-02-28
635,10002.0,2007-03-30,11.0,3.0,-0.040558841079473495,2007-03-30
636,10002.0,2007-04-30,11.0,3.0,-0.0534026063978672,2007-04-30
637,10002.0,2007-05-31,11.0,3.0,0.000499262532684952,2007-05-31
638,10002.0,2007-06-29,11.0,3.0,0.05439116805791855,2007-06-29
639,10002.0,2007-07-31,11.0,3.0,-0.16761906445026398,2007-07-31
640,10002.0,2007-08-31,11.0,3.0,-0.07093820720911026,2007-08-31
641,10002.0,2007-09-28,11.0,3.0,-0.009852214716374874,2007-09-28
642,10002.0,2007-10-31,11.0,3.0,-0.1542319804430008,2007-10-31
643,10002.0,2007-11-30,11.0,3.0,-0.07709414511919022,2007-11-30
644,10002.0,2007-12-31,11.0,3.0,-0.017670636996626854,2007-12-31
645,10002.0,2008-01-31,11.0,3.0,0.020661156624555588,2008-01-31
646,10002.0,2008-02-29,11.0,3.0,-0.11012150347232819,2008-02-29
647,10002.0,2008-03-31,11.0,3.0,-0.010009079240262508,2008-03-31
648,10002.0,2008-04-30,11.0,3.0,0.010232525877654552,2008-04-30
649,10002.0,2008-05-30,11.0,3.0,-0.07366475462913513,2008-05-30
650,10002.0,2008-06-30,11.0,3.0,-0.3320079743862152,2008-06-30
651,10002.0,2008-07-31,11.0,3.0,0.13808798789978027,2008-07-31
652,10002.0,2008-08-29,11.0,3.0,0.1253332793712616,2008-08-29
653,10002.0,2008-09-30,11.0,3.0,0.5699052810668945,2008-09-30
654,10002.0,2008-10-31,11.0,3.0,-0.05030486732721329,2008-10-31
655,10002.0,2008-11-28,11.0,3.0,0.0016050966223701835,2008-11-28
656,10002.0,2008-12-31,11.0,3.0,0.19310903549194336,2008-12-31
657,10002.0,2009-01-30,11.0,3.0,-0.3990515172481537,2009-01-30
658,10002.0,2009-02-27,11.0,3.0,-0.3122886121273041,2009-02-27
659,10002.0,2009-03-31,11.0,3.0,0.041803281754255295,2009-03-31
660,10002.0,2009-04-30,11.0,3.0,0.03949446976184845,2009-04-30
661,10002.0,2009-05-29,11.0,3.0,-0.36626139283180237,2009-05-29
662,10002.0,2009-06-30,11.0,3.0,-0.28297361731529236,2009-06-30
663,10002.0,2009-07-31,11.0,3.0,-0.07046981155872345,2009-07-31
664,10002.0,2009-08-31,11.0,3.0,0.34296029806137085,2009-08-31
665,10002.0,2009-09-30,11.0,3.0,-0.04032260552048683,2009-09-30
666,10002.0,2009-10-30,11.0,3.0,-0.10084030777215958,2009-10-30
667,10002.0,2009-11-30,11.0,3.0,-0.1370716691017151,2009-11-30
668,10002.0,2009-12-31,11.0,3.0,0.036101050674915314,2009-12-31
669,10002.0,2010-01-29,11.0,3.0,0.3658537268638611,2010-01-29
670,10002.0,2010-02-26,11.0,3.0,0.1556122750043869,2010-02-26
671,10002.0,2010-03-31,11.0,3.0,0.07064010947942734,2010-03-31
672,10002.0,2010-04-30,11.0,3.0,0.2762886881828308,2010-04-30
673,10002.0,2010-05-28,11.0,3.0,-0.2843295931816101,2010-05-28
674,10002.0,2010-06-30,11.0,3.0,-0.1647855043411255,2010-06-30
675,10002.0,2010-07-30,11.0,3.0,-0.17027029395103455,2010-07-30
676,10002.0,2010-08-31,11.0,3.0,0.009771977551281452,2010-08-31
677,10002.0,2010-09-30,11.0,3.0,-0.016129016876220703,2010-09-30
678,10002.0,2010-10-29,11.0,3.0,-0.05573765188455582,2010-10-29
679,10002.0,2010-11-30,11.0,3.0,-0.1284722536802292,2010-11-30
680,10002.0,2010-12-31,11.0,3.0,0.06374505162239075,2010-12-31
681,10002.0,2011-01-31,11.0,3.0,0.04119846224784851,2011-01-31
682,10002.0,2011-02-28,11.0,3.0,-0.05035966634750366,2011-02-28
683,10002.0,2011-03-31,11.0,3.0,-0.0681818425655365,2011-03-31
684,10002.0,2011-04-29,11.0,3.0,0.016260147094726562,2011-04-29
685,10002.0,2011-05-31,11.0,3.0,-0.023999977856874466,2011-05-31
686,10002.0,2011-06-30,11.0,3.0,0.05327863618731499,2011-06-30
687,10002.0,2011-07-29,11.0,3.0,-0.0778210312128067,2011-07-29
688,10002.0,2011-08-31,11.0,3.0,-0.029535837471485138,2011-08-31
689,10002.0,2011-09-30,11.0,3.0,0.0,2011-09-30
690,10002.0,2011-10-31,11.0,3.0,-0.3201739192008972,2011-10-31
691,10002.0,2011-11-30,11.0,3.0,0.10642112791538239,2011-11-30
692,10002.0,2011-12-30,11.0,3.0,-0.2832370102405548,2011-12-30
693,10002.0,2012-01-31,11.0,3.0,0.032258033752441406,2012-01-31
694,10002.0,2012-02-29,11.0,3.0,0.015624985098838806,2012-02-29
695,10002.0,2012-03-30,11.0,3.0,0.11538469046354294,2012-03-30
696,10002.0,2012-04-30,11.0,3.0,0.4344826638698578,2012-04-30
697,10002.0,2012-05-31,11.0,3.0,0.4134616255760193,2012-05-31
698,10002.0,2012-06-29,11.0,3.0,0.017006786540150642,2012-06-29
699,10002.0,2012-07-31,11.0,3.0,-0.010033435188233852,2012-07-31
700,10002.0,2012-08-31,11.0,3.0,-0.020270250737667084,2012-08-31
701,10002.0,2012-09-28,11.0,3.0,0.027586178854107857,2012-09-28
702,10002.0,2012-10-31,11.0,3.0,-0.04362419992685318,2012-10-31
703,10002.0,2012-11-30,11.0,3.0,-0.03512273728847504,2012-11-30
704,10002.0,2012-12-31,11.0,3.0,0.010945804417133331,2012-12-31
705,10002.0,2013-01-31,11.0,3.0,0.035971276462078094,2013-01-31
706,10002.0,2013-02-28,11.0,3.0,,2013-02-28
707,10003.0,1985-12-31,,3.0,,1985-12-31
708,10003.0,1986-01-31,11.0,3.0,,1986-01-31
709,10003.0,1986-02-28,11.0,3.0,0.011363636702299118,1986-02-28
710,10003.0,1986-03-31,11.0,3.0,-0.01123595517128706,1986-03-31
711,10003.0,1986-04-30,11.0,3.0,-0.0625,1986-04-30
712,10003.0,1986-05-30,11.0,3.0,-0.0060606058686971664,1986-05-30
713,10003.0,1986-06-30,11.0,3.0,0.060975611209869385,1986-06-30
714,10003.0,1986-07-31,11.0,3.0,-0.1149425283074379,1986-07-31
715,10003.0,1986-08-29,11.0,3.0,0.012987012974917889,1986-08-29
716,10003.0,1986-09-30,11.0,3.0,-0.057692307978868484,1986-09-30
717,10003.0,1986-10-31,11.0,3.0,0.12925170361995697,1986-10-31
718,10003.0,1986-11-28,11.0,3.0,-0.024096384644508362,1986-11-28
719,10003.0,1986-12-31,11.0,3.0,-0.04938271641731262,1986-12-31
720,10003.0,1987-01-30,11.0,3.0,0.12987013161182404,1987-01-30
721,10003.0,1987-02-27,11.0,3.0,0.01149425283074379,1987-02-27
722,10003.0,1987-03-31,11.0,3.0,0.0,1987-03-31
723,10003.0,1987-04-30,11.0,3.0,-0.05113636329770088,1987-04-30
724,10003.0,1987-05-29,11.0,3.0,-0.12574850022792816,1987-05-29
725,10003.0,1987-06-30,11.0,3.0,-0.027397260069847107,1987-06-30
726,10003.0,1987-07-31,11.0,3.0,-0.04929577559232712,1987-07-31
727,10003.0,1987-08-31,11.0,3.0,0.06518518179655075,1987-08-31
728,10003.0,1987-09-30,11.0,3.0,-0.0419580414891243,1987-09-30
729,10003.0,1987-10-30,11.0,3.0,-0.22627736628055573,1987-10-30
730,10003.0,1987-11-30,11.0,3.0,0.11320754885673523,1987-11-30
731,10003.0,1987-12-31,11.0,3.0,-0.03448275849223137,1987-12-31
